qid,label,description
Q71053755,Daunorubicin treatment of methotrexate pneumonia,
Q40949245,Evaluation of cell-killing effects of 1-beta-D-arabinofuranosylcytosine and daunorubicin by a new computer-controlled in vitro pharmacokinetic simulation system.,
Q44981976,"Clinical effects and P-glycoprotein inhibition in patients with acute myeloid leukemia treated with zosuquidar trihydrochloride, daunorubicin and cytarabine.",
Q46731833,"Targeting of daunomycin using biotinylated immunoliposomes: pharmacokinetics, tissue distribution and in vitro pharmacological effects.",
Q38451661,Escalated daunorubicin dosing as an induction treatment for Philadelphia-negative adult acute lymphoblastic leukemia.,
Q66957663,In vitro and in vivo study of cross resistance between daunorubicin and daunorubicin-DNA complex in Ehrlich ascites tumor,
Q43791516,Age and cytogenetics as predictors of event free survival in patients with acute non-lymphocytic leukemia receiving high dose cytosine arabinoside and daunorubicin as consolidation chemotherapy.,
Q71897691,DNA and Daunorubicin in Cancer Chemotherapy,
Q72323485,[A new antibiotic with antitumoral activity: rubidomycin],
Q34612117,High-dose daunorubicin in older patients with acute myeloid leukemia,
Q67575761,Interaction of new derivatives of daunorubicin and adriamycin with DNA,
Q46931396,Persistent cytarabine and daunorubicin exposure after administration of novel liposomal formulation CPX-351: population pharmacokinetic assessment.,
Q44076169,The influence of intracellular idarubicin and daunorubicin levels on drug cytotoxicity in childhood acute leukemia.,
Q41689268,Effects of daunomycin on the microtubular network: a cytochemical study on a human melanoma cell line.,
Q41658256,"The effect of doxorubicin, daunorubicin and 4'-epidoxorubicin on the exogenous c-myc promoter in mouse erythroleukemia cells.",
Q39139259,"Transport and binding of daunorubicin, adriamycin, and rubidazone in Ehrlich ascites tumour cells.",
Q34137502,Analysis of the effects of daunorubicin and WP631 on transcription,
Q41396190,Sequential therapy with daunorubicin and L-asparaginase in relapses of acute lymphoblastic leukemia in children.,
Q100527634,Nucleic Acid Biohybrid Nanocarriers with High Therapeutic Payload and Controllable Extended Release of Daunomycin for Cancer Therapy,
Q73709942,Liposomal daunorubicin is not recommended in patients with less than advanced HIV-related Kaposi's sarcoma,
Q67749630,"Effects of aminonucleoside, daunomycin, and adriamycin on carbon oxidation by glomeruli",
Q70905129,"A simplified method for determination of daunorubicin, adriamycin, and their chief fluorescent metabolites in human plasma by high-pressure liquid chromatography",
Q44227975,The inhibition in vitro of DNA polymerase and RNA polymerases by daunomycin and adriamycin.,
Q71290600,"Daunorubicin, daunorubicinol and DNA plasma kinetics after I.V. administration of daunorubicin-DNA complex in the rabbit. II. -- Effects of R. E. S.-blockade",
Q69174495,gamma-radiolysis study of the reduction by COO- free radicals of daunorubicin intercalated in DNA,
Q33502690,Comparison of toxicity and outcome in patients with acute myeloid leukemia treated with high-dose cytosine arabinoside consolidation after induction with a regimen containing idarubicin or daunorubicin,
Q43883716,Safety and early efficacy assessment of liposomal daunorubicin (DaunoXome) in adults with refractory or relapsed acute myeloblastic leukaemia: a phase I-II study.,
Q73181830,Parallel phase I studies of daunorubicin given with cytarabine and etoposide with or without the multidrug resistance modulator PSC-833 in previously untreated patients 60 years of age or older with acute myeloid leukemia: results of cancer and leuk,
Q39618496,Reversible targeting and controlled release delivery of daunorubicin to cancer cells by aptamer-wrapped carbon nanotubes.,
Q42700775,Unbalanced upregulation of ryanodine receptor 2 plays a particular role in early development of daunorubicin cardiomyopathy.,
Q44131970,Role of apoptosis in the cytotoxic effect mediated by daunorubicin in cultured human retinal pigment epithelial cells.,
Q70468879,"Antagonistic effect of the cardioprotector (+)-1,2-bis(3,5-dioxopiperazinyl-1-yl)propane (ICRF-187) on DNA breaks and cytotoxicity induced by the topoisomerase II directed drugs daunorubicin and etoposide (VP-16)",
Q41920407,Metabolism of daunorubicin by a barbiturate-sensitive aldehyde reductase from rat liver.,
Q71079104,"Combination chemotherapy with daunorubicin, cytosine arabinoside and prednisolone (DAP) in acute nonlymphocytic leukemia",
Q40998835,Synthesis of phosphoramide mustard analogues of daunomycin and carminomycin.,
Q42204826,Effects of cytochrome P450 family 3 subfamily A member 5 gene polymorphisms on daunorubicin metabolism and adverse reactions in patients with acute leukemia.,
Q77810040,Isolation and characterization of stable mutants of Streptomyces peucetius defective in daunorubicin biosynthesis,
Q71660095,Binding of daunomycin to calf thymus nucleosomes,
Q66848596,"Daunorubicin, cytosine arabinoside, 6-mercaptopurine riboside, and prednisolone (DCMP) combination chemotherapy for acute myelogenous leukemia in adults",
Q43336892,"Fate of 5-fluorouracil, doxorubicin, epirubicin, and daunorubicin in hospital wastewater and their elimination by activated sludge and treatment in a membrane-bio-reactor system.",
Q40096660,Strand scission of DNA by bound adriamycin and daunorubicin in the presence of reducing agents.,
Q81572518,Inhibitory action of daunorubicin on lipopolysaccharide-stimulated inducible-type nitric oxide synthase induction in alveolar macrophages,
Q35873713,Daunomycin modifies the sequence-selective recognition of DNA by actinomycin.,
Q24516845,The Streptomyces peucetius dpsC gene determines the choice of starter unit in biosynthesis of the daunorubicin polyketide.,
Q46242220,Phase III open-label randomized study of cytarabine in combination with amonafide L-malate or daunorubicin as induction therapy for patients with secondary acute myeloid leukemia.,
Q68056153,"Synergistic antiproliferative effects on HL-60 cells: deferoxamine enhances cytosine arabinoside, methotrexate, and daunorubicin cytotoxicity",
Q58268481,Electrochemical Behavior of Daunorubicin at DNA‐MWCNT Bioconjugates Modified Glassy Carbon Electrodes,
Q33494890,"Clinical investigation of doxorubicin, daunomycin, and 6-thioguanine in normal cats",
Q67339663,Influence of continuous infusion of cytosine arabinoside on sequencing with daunorubicin in L1210 leukemia,
Q71536951,Aging increases the cardiotoxicity of daunorubicin and daunorubicinol in the rat,
Q82812915,Metabolism of daunomycin (NSC-82151) in vitro and the chemotherapeutic activity of isolated metabolites in vivo,
Q68450307,Effect of idarubicin and epirubicin on in vitro polymorphonuclear function: diminished superoxide radical formation compared to their parent compounds daunorubicin and doxorubicin,
Q40740462,Increased development of PHA-stimulated murine colonies in vitro subsequent to adriamycin or daunorubicin treatment of spleen donor mice.,
Q40775904,Antimitochondrial activity of adriamycin and daunomycin on Saccharomyces cerevisiae.,
Q44894718,"Activity of topoisomerase inhibitors daunorubicin, idarubicin, and aclarubicin in the Drosophila Somatic Mutation and Recombination Test.",
Q70110899,Daunomycin in the treatment of experimental proliferative vitreoretinopathy. Effective doses in vitro and in vivo,
Q28336217,Endomyocardial fibrosis associated with daunorubicin therapy,
Q40701366,Cytotoxicity of adriamycin and daunorubicin for normal and leukemia progenitor cells of man.,
Q71686207,"Lack of cardiotoxicity of a new antineoplastic agent, a synthetic derivative of indenoisochinoline: comparison with daunorubicin in rabbits",
Q40534870,Efflux kinetics and intracellular distribution of daunorubicin are not affected by major vault protein/lung resistance-related protein (vault) expression.,
Q41152419,Mimetics of L-histidinol which selectively modulate daunomycin toxicity in normal and tumorigenic epithelial cells.,
Q39615360,Involvement of miR-21 in resistance to daunorubicin by regulating PTEN expression in the leukaemia K562 cell line.,
Q67674196,"Synthesis of 7-O-(2,6-dideoxy-alpha-L-lyxo-hexopyranosyl)daunomycinone, a functional analog of daunorubicin",
Q72741858,"Effects of ruthenium red on accumulation and cytotoxicity of m-AMSA, vinblastine and daunorubicin in leukemia cells",
Q54082441,[Therapeutic trials in acute myeloblastic leukosis. Analysis of a group of 51 patients treated with daunomycin],
Q67400002,"[Interference of a cytostatic, daunomycin, with the analgesic effect of morphine]",
Q69491321,A new anthracycline metabolite D788-1 (10-carboxy-13-deoxocarminomycin) in daunorubicin beer,
Q69605475,Pharmacokinetics of daunorubicin and doxorubicin in plasma and leukemic cells from patients with acute nonlymphoblastic leukemia,
Q53764252,High-dose versus standard-dose daunorubicin in induction therapy for young patients with de novo acute myeloid leukaemia: a meta-analysis of randomised trials.,
Q92321706,Targeted inhibition of ULK1 enhances daunorubicin sensitivity in acute myeloid leukemia,
Q36459379,Kinetics of daunomycin in leukemia cells and leukocytes in vivo in the rat.,
Q92581870,HMGA2 regulates acute myeloid leukemia progression and sensitivity to daunorubicin via Wnt/β-catenin signaling,
Q45061747,A prospective randomized trial of KRN8602 and cytosine arabinoside vs. daunorubicin and cytosine arabinoside in adult patients with newly diagnosed acute myelogenous leukemia. The KRN8602 Leukemia Study Group.,
Q41920466,Verapamil prevents the effects of daunomycin on the thermotropic phase transition of model lipid bilayers.,
Q78552416,[INHIBITING EFFECT OF DAUNOMYCIN ON THE STAMINAL EVOLUTION OF LYMPHOCYTES],
Q73602620,Morphological and biochemical studies of daunorubicin hepatotoxicity including the protective effects of tocopherol and ascorbic acid,
Q70274889,"Adriamycin analogues. Preparation and biological evaluation of some N-perfluoroacyl analogues of daunorubicin, adriamycin, and N-(trifluoroacetyl)adriamycin 14-valerate and their 9,10-anhydro derivatives",
Q69839528,[Treatment of hematosarcomas with rubidomycin],
Q72109257,Inhibitory effects of daunorubicin on endothelium-dependent vasorelaxing response to acetylcholine of rat aorta,
Q72360309,[Synergic effect of daunomycin and immunization on the growth of transplantable tumors],
Q54190315,"Doxorubicin, daunorubicin, and mitoxantrone cytotoxicity in yeast.",
Q70370236,"Treatment of acute non lymphocytic leukemia. Results of a prospective trial of daunorubicin, arabinosylcytosine and 6-thioguanine (DAT) versus DAT plus vindesine and etoposide",
Q67524600,"Permeability of the bladder mucosa to thiotepa, adriamycin, and daunomycin in men and rabbits",
Q40922557,Cyclosporin A reverses vincristine and daunorubicin resistance in acute lymphatic leukemia in vitro,
Q71862955,Daunomycin unfolds compactly packed DNA,
Q67016607,Cellular uptake and metabolism of daunorubicin as determined by high-performance liquid chromatography. Application to L1210 cells,
Q47952941,"Influence of pokeweed mitogen, phytohemagglutinin, and Bacillus Calmette-Guérin on the toxicity of rubidomycin on DBA-2 mice.",
Q67481353,Relationship between activity and amino sugar stereochemistry of daunorubicin and adriamycin derivatives,
Q28333180,Thromboelastographic analysis of coagulation and fibrinolysis in rats with nephrotic syndrome induced by daunomycin,
Q37288967,Reversal of multidrug resistance by magnetic Fe3O4 nanoparticle copolymerizating daunorubicin and 5-bromotetrandrine in xenograft nude-mice,
Q39842185,The incorporation of daunorubicin in cancer cells through the use of titanium dioxide whiskers.,
Q44982575,"Induction chemotherapy for newly diagnosed acute myeloid leukaemia using a regime containing cytosine arabinoside, daunorubicin and etoposide.",
